incorporate,合体させる,They decided to incorporate new ideas into the plan.
mere,単なる,It was a mere coincidence that we met.
agenda,議題,The teacher put the meeting agenda on the board.
terror,恐怖,The horror movie was full of terror and suspense.
truly,真に、正確に,I truly appreciate your kindness.
necessary,必要な,Water is necessary for all living things.
favor,親切な行為,Could you do me a favor and open the window?
recession,不況,後退,The country is currently in a deep economic recession.
aircraft,航空機,The aircraft landed safely at the airport.
prison,刑務所,He was sent to prison for ten years.
possibility,可能性,実現性,There is a strong possibility that the meeting will be postponed.
anniversary,~周年,記念日,They celebrated their wedding anniversary last week.
sequence,連続,The events happened in a strange sequence.
slight,かすかな、わずかの,There was only a slight difference between the two designs.
customer,顧客、お客様,The customer was happy with the service.
inform,情報を与える、に知らせる,Please inform me if there are any changes.
illegal,違法の,It is illegal to drive without a license.
investigation,調査,The police started an investigation into the crime.
depression,落ち込み、不景気,Rainy weather can affect people's mood.
matter,問題、困ったこと,This is an important matter that we need to discuss.
unless,でない限り,You won't pass unless you study harder.
necessity,必要性,Clean water is a basic necessity for life.
supreme,最高の,The Supreme Court made a final decision on the case.
severe,厳しい、厳格な,The storm caused severe damage to the town.
bloody,血の,There was a bloody battle between the two armies.
apart,離れて,He stood apart from the rest of the group.
cast,投げる,The director will cast a new actor for the role.
airline,航空会社,She works as a flight attendant for a major airline.
trading,取引,International trading has increased in recent years.
path,小道,They followed a narrow path through the forest.
appreciate,感謝する。を高く評価する,I really appreciate all your help.
crack,裂け目、ひび,There was a crack in the old wall.
hesitate,ためらう,He didn't hesitate to help his friend.
contrary,反対の,"Contrary to what I expected, the test was easy."
depending,依存している,The price varies depending on the size.
household,家族,世帯,Every household received a notice about the new rule.
laughter,笑い,The room was filled with laughter.
teenager,十代,Many teenagers spend a lot of time on their phones.
teenager,十代,My son became a teenager last year.
crime,犯罪,The police are working to reduce crime in the city.
frighten,怖がらせる,The loud noise began to frighten the small child.
quarter,四半期,The building is divided into four quarters.
mortgage,抵当,担保,They took out a mortgage to buy their new house.
indicate,を指し示す,The results indicate that the plan is working.
stroke,打撃,He suffered a stroke last year but has recovered well.
shortage,不足,欠乏,There is a shortage of doctors in this area.
explore,探索する、調査する,They plan to explore the old cave this weekend.
property,財産、所有物,He owns a small piece of property near the lake.
freeze,凍る,The lake began to freeze in the cold winter.
closely,綿密に,Please read the instructions closely before starting.
venture,冒険的事業,He started a new business venture last year.
pretty,かなり,The garden looks pretty in the spring.
account,銀行口座,Please check your bank account balance.
internal,内部の,There was an internal problem within the company.
edge,端、縁,He sat on the edge of the bed.
environmental,環境の,The company is aware of its environmental impact.
plenty,たくさん,There is plenty of time before the meeting starts.
amendment,修正,The government proposed an amendment to the law.
fiber,繊維,This bread contains a lot of dietary fiber.
somewhat,いくぶん、いくらか,"The room was somewhat cold, so I turned on the heater."
restriction,制限,There are some restrictions on how late you can play music.
in order to,~するために、~の目的で,She studies hard in order to pass the exam.
not only A but also B,AだけでなくBもまた、Aと同様Bも,He is not only smart but also kind.
a number of,たくさんの、多数の,A number of students were absent today.
be likely to,する可能性が高い。しそうになる,He is likely to be late because of the traffic.
end up,最終的に、することになる,"If we don't hurry, we will end up missing the train."
publish,を出版する、発行する,The company plans to publish a new book next year.
expense,費用,出費,犠牲,Traveling can be a big expense.
similar,似ている、類似の,This bag looks similar to mine.
pollution,汚染、汚れ、汚染物,Air pollution is a serious problem in big cities.
foundation,土台,根拠,設立,The company built a strong foundation for future growth.
compare,を比較する をたとえる,It's interesting to compare the two designs.
lead to,に導く、~につながる,Hard work can lead to great success.
furthermore,さらに、その上,"Furthermore, the hotel offers free parking."
more and more,ますます多くの、更に,More and more people are working from home these days.
consume,を消費する、消耗する,We consume a lot of energy every day.
employment,雇用,採用,The company offers full-time employment to graduates.
by chance,偶然に、たまたま,We met by chance at the station.
until,までに、まで,Please wait until the meeting ends.
on the other hand,一方で、他方で,"On the other hand, the new plan has some risks."
arrest,を逮捕する、捕まえる,The police decided to arrest the suspect.
betray,を裏切る、をだます,He would never betray his best friend.
affect,に影響を与える。に作用する,The weather can greatly affect people's mood.
portable,持ち運べる、携帯用の,This laptop is small and portable.
construction,建設,構造,建造物,The construction of the new building will start soon.
convert,を変える、転換する,They decided to convert the old barn into a house.
resident,住民,居住者,Every resident of this town received a notice.
provide,を供給する、提供する,The government will provide support for small businesses.
